arr_delay,op_carrier_fl_num,origin_state_nm,dest_state_nm,wheels_off,wheels_on,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,crs_dep_time,dep_time,dep_delay,taxi_out,taxi_in,crs_arr_time,arr_time,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,origin,dest
191.0,2291,Nevada,Hawaii,1432.0,1826.0,"Las Vegas, NV","Lihue, HI",,2024,12,7,6,2024-12-07,WN,1040,1415.0,215.0,17.0,5.0,1520,1831.0,0,0,400.0,376.0,354.0,2818.0,191,0,0,0,0,LAS,LIH
-21.0,753,Arizona,Oregon,2002.0,2125.0,"Phoenix, AZ","Portland, OR",,2024,2,17,6,2024-02-17,AS,1959,1946.0,-13.0,16.0,4.0,2150,2129.0,0,0,171.0,163.0,143.0,1009.0,0,0,0,0,0,PHX,PDX
45.0,1502,Georgia,Michigan,2123.0,2246.0,"Atlanta, GA","Detroit, MI",,2024,1,19,5,2024-01-19,DL,2055,2105.0,10.0,18.0,47.0,2248,2333.0,0,0,113.0,148.0,83.0,594.0,10,0,35,0,0,ATL,DTW
-15.0,2040,Illinois,California,2009.0,2208.0,"Chicago, IL","Santa Ana, CA",,2024,2,23,5,2024-02-23,UA,1945,1944.0,-1.0,25.0,5.0,2228,2213.0,0,0,283.0,269.0,239.0,1726.0,0,0,0,0,0,ORD,SNA
9.0,377,Texas,Texas,837.0,914.0,"Austin, TX","Dallas/Fort Worth, TX",,2024,11,20,3,2024-11-20,AA,816,813.0,-3.0,24.0,23.0,928,937.0,0,0,72.0,84.0,37.0,190.0,0,0,0,0,0,AUS,DFW
-5.0,5100,Michigan,New York,1019.0,1106.0,"Detroit, MI","Rochester, NY",,2024,1,22,1,2024-01-22,9E,1000,956.0,-4.0,23.0,7.0,1118,1113.0,0,0,78.0,77.0,47.0,296.0,0,0,0,0,0,DTW,ROC
7.0,764,Florida,Illinois,1708.0,1848.0,"Fort Myers, FL","Chicago, IL",,2024,5,17,5,2024-05-17,NK,1646,1656.0,10.0,12.0,19.0,1900,1907.0,0,0,194.0,191.0,160.0,1120.0,0,0,0,0,0,RSW,ORD
-23.0,90,Alaska,Washington,657.0,951.0,"Sitka, AK","Seattle, WA",,2024,7,2,2,2024-07-02,AS,700,649.0,-11.0,8.0,8.0,1022,959.0,0,0,142.0,130.0,114.0,861.0,0,0,0,0,0,SIT,SEA
5.0,1039,Florida,Georgia,1928.0,2032.0,"Tampa, FL","Atlanta, GA",,2024,5,19,7,2024-05-19,DL,1859,1855.0,-4.0,33.0,9.0,2036,2041.0,0,0,97.0,106.0,64.0,406.0,0,0,0,0,0,TPA,ATL
58.0,284,Hawaii,California,1637.0,49.0,"Honolulu, HI","Los Angeles, CA",,2024,9,27,5,2024-09-27,AA,1525,1622.0,57.0,15.0,7.0,2358,56.0,0,0,333.0,334.0,312.0,2556.0,0,0,1,0,57,HNL,LAX
3.0,1984,California,Idaho,900.0,1110.0,"Oakland, CA","Boise, ID",,2024,4,11,4,2024-04-11,WN,845,845.0,0.0,15.0,3.0,1110,1113.0,0,0,85.0,88.0,70.0,512.0,0,0,0,0,0,OAK,BOI
18.0,826,North Carolina,Maryland,2015.0,2111.0,"Charlotte, NC","Baltimore, MD",,2024,7,19,5,2024-07-19,WN,1950,2004.0,14.0,11.0,27.0,2120,2138.0,0,0,90.0,94.0,56.0,361.0,8,0,4,0,6,CLT,BWI
8.0,1498,California,California,1106.0,1210.0,"San Jose, CA","San Diego, CA",,2024,9,13,5,2024-09-13,NK,1042,1040.0,-2.0,26.0,3.0,1205,1213.0,0,0,83.0,93.0,64.0,417.0,0,0,0,0,0,SJC,SAN
-19.0,5060,Colorado,Missouri,838.0,1043.0,"Denver, CO","Kansas City, MO",,2024,7,31,3,2024-07-31,WN,830,828.0,-2.0,10.0,3.0,1105,1046.0,0,0,95.0,78.0,65.0,533.0,0,0,0,0,0,DEN,MCI
-10.0,1859,Georgia,Illinois,1257.0,1327.0,"Atlanta, GA","Chicago, IL",,2024,10,13,7,2024-10-13,UA,1245,1241.0,-4.0,16.0,16.0,1353,1343.0,0,0,128.0,122.0,90.0,606.0,0,0,0,0,0,ATL,ORD
-9.0,3045,Florida,Georgia,1457.0,1640.0,"Panama City, FL","Atlanta, GA",,2024,10,2,3,2024-10-02,DL,1450,1448.0,-2.0,9.0,12.0,1701,1652.0,0,0,71.0,64.0,43.0,240.0,0,0,0,0,0,ECP,ATL
-24.0,1440,Georgia,Texas,615.0,655.0,"Atlanta, GA","Houston, TX",,2024,4,20,6,2024-04-20,NK,605,603.0,-2.0,12.0,8.0,727,703.0,0,0,142.0,120.0,100.0,689.0,0,0,0,0,0,ATL,IAH
-12.0,3043,Florida,Georgia,1909.0,2017.0,"Melbourne, FL","Atlanta, GA",,2024,7,25,4,2024-07-25,DL,1859,1850.0,-9.0,19.0,13.0,2042,2030.0,0,0,103.0,100.0,68.0,442.0,0,0,0,0,0,MLB,ATL
-16.0,4412,New York,Michigan,1213.0,1338.0,"New York, NY","Detroit, MI",,2024,3,18,1,2024-03-18,YX,1200,1150.0,-10.0,23.0,13.0,1407,1351.0,0,0,127.0,121.0,85.0,502.0,0,0,0,0,0,LGA,DTW
19.0,4028,Tennessee,New York,1240.0,1500.0,"Nashville, TN","Buffalo, NY",,2024,7,10,3,2024-07-10,WN,1150,1227.0,37.0,13.0,4.0,1445,1504.0,0,0,115.0,97.0,80.0,633.0,0,0,0,0,19,BNA,BUF
16.0,550,Colorado,New York,1025.0,1545.0,"Denver, CO","New York, NY",,2024,6,17,1,2024-06-17,WN,950,1009.0,19.0,16.0,6.0,1535,1551.0,0,0,225.0,222.0,200.0,1620.0,0,0,0,0,16,DEN,LGA
19.0,4970,Texas,Alabama,1542.0,1702.0,"Dallas/Fort Worth, TX","Montgomery, AL",,2024,12,19,4,2024-12-19,OO,1502,1507.0,5.0,35.0,6.0,1649,1708.0,0,0,107.0,121.0,80.0,622.0,5,0,14,0,0,DFW,MGM
-15.0,3053,Florida,Georgia,1843.0,2024.0,"Panama City, FL","Atlanta, GA",,2024,6,17,1,2024-06-17,DL,1835,1835.0,0.0,8.0,11.0,2050,2035.0,0,0,75.0,60.0,41.0,240.0,0,0,0,0,0,ECP,ATL
-12.0,600,Georgia,Pennsylvania,946.0,1120.0,"Atlanta, GA","Philadelphia, PA",,2024,2,24,6,2024-02-24,NK,940,934.0,-6.0,12.0,7.0,1139,1127.0,0,0,119.0,113.0,94.0,666.0,0,0,0,0,0,ATL,PHL
156.0,367,Arizona,California,1438.0,1532.0,"Phoenix, AZ","Long Beach, CA",,2024,6,23,7,2024-06-23,WN,1145,1418.0,153.0,20.0,4.0,1300,1536.0,0,0,75.0,78.0,54.0,355.0,153,0,3,0,0,PHX,LGB
-14.0,1392,Florida,Georgia,610.0,750.0,"Panama City, FL","Atlanta, GA",,2024,1,24,3,2024-01-24,DL,600,555.0,-5.0,15.0,11.0,815,801.0,0,0,75.0,66.0,40.0,240.0,0,0,0,0,0,ECP,ATL
-8.0,2716,Texas,South Carolina,1835.0,2121.0,"Houston, TX","Greer, SC",,2024,2,21,3,2024-02-21,UA,1821,1817.0,-4.0,18.0,3.0,2132,2124.0,0,0,131.0,127.0,106.0,837.0,0,0,0,0,0,IAH,GSP
-1.0,2085,Louisiana,California,641.0,848.0,"New Orleans, LA","Los Angeles, CA",,2024,12,31,2,2024-12-31,DL,630,624.0,-6.0,17.0,10.0,859,858.0,0,0,269.0,274.0,247.0,1670.0,0,0,0,0,0,MSY,LAX
-8.0,4952,Texas,North Carolina,1936.0,2300.0,"Austin, TX","Raleigh/Durham, NC",,2024,4,19,5,2024-04-19,9E,1920,1914.0,-6.0,22.0,6.0,2314,2306.0,0,0,174.0,172.0,144.0,1162.0,0,0,0,0,0,AUS,RDU
3.0,3867,Virginia,Louisiana,1848.0,2013.0,"Washington, DC","New Orleans, LA",,2024,4,7,7,2024-04-07,WN,1830,1825.0,-5.0,23.0,15.0,2025,2028.0,0,0,175.0,183.0,145.0,969.0,0,0,0,0,0,DCA,MSY
-9.0,604,Colorado,Nevada,957.0,1018.0,"Denver, CO","Las Vegas, NV",,2024,12,5,4,2024-12-05,UA,950,943.0,-7.0,14.0,26.0,1053,1044.0,0,0,123.0,121.0,81.0,628.0,0,0,0,0,0,DEN,LAS
-7.0,2622,Florida,New York,1216.0,1435.0,"Miami, FL","New York, NY",,2024,8,18,7,2024-08-18,AA,1155,1157.0,2.0,19.0,17.0,1459,1452.0,0,0,184.0,175.0,139.0,1089.0,0,0,0,0,0,MIA,JFK
-15.0,2258,Michigan,Minnesota,843.0,902.0,"Detroit, MI","Minneapolis, MN",,2024,10,31,4,2024-10-31,DL,830,826.0,-4.0,17.0,5.0,922,907.0,0,0,112.0,101.0,79.0,528.0,0,0,0,0,0,DTW,MSP
-8.0,1430,Oregon,Nevada,1300.0,1432.0,"Eugene, OR","Las Vegas, NV",,2024,7,4,4,2024-07-04,WN,1240,1248.0,8.0,12.0,5.0,1445,1437.0,0,0,125.0,109.0,92.0,700.0,0,0,0,0,0,EUG,LAS
4.0,1862,Florida,Nevada,1024.0,1210.0,"Orlando, FL","Las Vegas, NV",,2024,4,9,2,2024-04-09,WN,1005,1012.0,7.0,12.0,4.0,1210,1214.0,0,0,305.0,302.0,286.0,2039.0,0,0,0,0,0,MCO,LAS
-11.0,760,Arizona,Arkansas,1734.0,2134.0,"Phoenix, AZ","Fayetteville, AR",,2024,5,12,7,2024-05-12,G4,1727,1724.0,-3.0,10.0,5.0,2150,2139.0,0,0,143.0,135.0,120.0,1006.0,0,0,0,0,0,AZA,XNA
-4.0,3851,Minnesota,South Dakota,1032.0,1057.0,"Minneapolis, MN","Rapid City, SD",,2024,6,8,6,2024-06-08,OO,1015,1012.0,-3.0,20.0,5.0,1106,1102.0,0,0,111.0,110.0,85.0,489.0,0,0,0,0,0,MSP,RAP
-18.0,1326,Michigan,Virginia,1801.0,1908.0,"Detroit, MI","Washington, DC",,2024,1,24,3,2024-01-24,DL,1759,1747.0,-12.0,14.0,4.0,1930,1912.0,0,0,91.0,85.0,67.0,405.0,0,0,0,0,0,DTW,DCA
-20.0,5107,Georgia,Louisiana,2205.0,2223.0,"Atlanta, GA","Shreveport, LA",,2024,4,23,2,2024-04-23,9E,2200,2151.0,-9.0,14.0,7.0,2250,2230.0,0,0,110.0,99.0,78.0,551.0,0,0,0,0,0,ATL,SHV
-4.0,1316,Arkansas,Georgia,1309.0,1534.0,"Fayetteville, AR","Atlanta, GA",,2024,7,15,1,2024-07-15,DL,1249,1258.0,9.0,11.0,7.0,1545,1541.0,0,0,116.0,103.0,85.0,589.0,0,0,0,0,0,XNA,ATL
-36.0,3679,Maryland,Illinois,1149.0,1228.0,"Baltimore, MD","Chicago, IL",,2024,2,24,6,2024-02-24,MQ,1147,1140.0,-7.0,9.0,7.0,1311,1235.0,0,0,144.0,115.0,99.0,622.0,0,0,0,0,0,BWI,ORD
-8.0,1,Texas,Texas,714.0,758.0,"Dallas, TX","Houston, TX",,2024,10,17,4,2024-10-17,WN,700,658.0,-2.0,16.0,4.0,810,802.0,0,0,70.0,64.0,44.0,239.0,0,0,0,0,0,DAL,HOU
-17.0,5466,Montana,Colorado,1708.0,1842.0,"Missoula, MT","Denver, CO",,2024,12,30,1,2024-12-30,OO,1659,1652.0,-7.0,16.0,13.0,1912,1855.0,0,0,133.0,123.0,94.0,679.0,0,0,0,0,0,MSO,DEN
-24.0,3705,Michigan,New Jersey,1441.0,1550.0,"Detroit, MI","Newark, NJ",,2024,11,26,2,2024-11-26,YX,1430,1421.0,-9.0,20.0,12.0,1626,1602.0,0,0,116.0,101.0,69.0,488.0,0,0,0,0,0,DTW,EWR
86.0,2534,Texas,California,752.0,828.0,"San Antonio, TX","Los Angeles, CA",,2024,7,19,5,2024-07-19,DL,700,740.0,40.0,12.0,64.0,806,932.0,0,0,186.0,232.0,156.0,1211.0,40,0,46,0,0,SAT,LAX
1.0,2701,Arizona,Massachusetts,2230.0,554.0,"Phoenix, AZ","Boston, MA",,2024,8,22,4,2024-08-22,AA,2202,2213.0,11.0,17.0,7.0,600,601.0,0,0,298.0,288.0,264.0,2300.0,0,0,0,0,0,PHX,BOS
-19.0,405,New Jersey,Florida,619.0,834.0,"Newark, NJ","Fort Lauderdale, FL",,2024,5,31,5,2024-05-31,B6,600,552.0,-8.0,27.0,7.0,900,841.0,0,0,180.0,169.0,135.0,1065.0,0,0,0,0,0,EWR,FLL
-44.0,550,Minnesota,Arizona,712.0,903.0,"Minneapolis, MN","Phoenix, AZ",,2024,12,10,2,2024-12-10,AA,710,659.0,-11.0,13.0,4.0,951,907.0,0,0,221.0,188.0,171.0,1276.0,0,0,0,0,0,MSP,PHX
-20.0,3751,California,Arizona,1020.0,1124.0,"Burbank, CA","Phoenix, AZ",,2024,10,29,2,2024-10-29,MQ,1010,1003.0,-7.0,17.0,5.0,1149,1129.0,0,0,99.0,86.0,64.0,369.0,0,0,0,0,0,BUR,PHX
-16.0,1239,Florida,Texas,951.0,1052.0,"Tampa, FL","Houston, TX",,2024,11,6,3,2024-11-06,UA,940,939.0,-1.0,12.0,5.0,1113,1057.0,0,0,153.0,138.0,121.0,787.0,0,0,0,0,0,TPA,IAH
-4.0,2825,New Jersey,Arizona,1755.0,1942.0,"Newark, NJ","Phoenix, AZ",,2024,8,12,1,2024-08-12,AA,1732,1732.0,0.0,23.0,7.0,1953,1949.0,0,0,321.0,317.0,287.0,2133.0,0,0,0,0,0,EWR,PHX
-12.0,5700,Colorado,South Dakota,2107.0,2314.0,"Denver, CO","Sioux Falls, SD",,2024,3,5,2,2024-03-05,OO,2044,2052.0,8.0,15.0,4.0,2330,2318.0,0,0,106.0,86.0,67.0,483.0,0,0,0,0,0,DEN,FSD
3.0,764,California,Michigan,2224.0,511.0,"San Diego, CA","Detroit, MI",,2024,7,8,1,2024-07-08,DL,2205,2158.0,-7.0,26.0,26.0,534,537.0,0,0,269.0,279.0,227.0,1956.0,0,0,0,0,0,SAN,DTW
-8.0,2355,Washington,Alaska,2330.0,120.0,"Seattle, WA","Anchorage, AK",,2024,6,8,6,2024-06-08,DL,2259,2309.0,10.0,21.0,4.0,132,124.0,0,0,213.0,195.0,170.0,1448.0,0,0,0,0,0,SEA,ANC
-15.0,503,Georgia,Oregon,1703.0,1839.0,"Atlanta, GA","Portland, OR",,2024,10,12,6,2024-10-12,DL,1645,1648.0,3.0,15.0,3.0,1857,1842.0,0,0,312.0,294.0,276.0,2172.0,0,0,0,0,0,ATL,PDX
-2.0,5013,Georgia,Arkansas,1017.0,1048.0,"Atlanta, GA","Fayetteville, AR",,2024,10,8,2,2024-10-08,9E,1000,955.0,-5.0,22.0,5.0,1055,1053.0,0,0,115.0,118.0,91.0,589.0,0,0,0,0,0,ATL,XNA
-10.0,4178,Minnesota,Minnesota,1144.0,1205.0,"Rochester, MN","Minneapolis, MN",,2024,8,13,2,2024-08-13,OO,1129,1117.0,-12.0,27.0,8.0,1223,1213.0,0,0,54.0,56.0,21.0,76.0,0,0,0,0,0,RST,MSP
-23.0,2898,Montana,Minnesota,629.0,857.0,"Billings, MT","Minneapolis, MN",,2024,10,2,3,2024-10-02,DL,625,618.0,-7.0,11.0,8.0,928,905.0,0,0,123.0,107.0,88.0,748.0,0,0,0,0,0,BIL,MSP
-17.0,1327,Minnesota,Missouri,930.0,1028.0,"Minneapolis, MN","St. Louis, MO",,2024,4,25,4,2024-04-25,DL,920,916.0,-4.0,14.0,6.0,1051,1034.0,0,0,91.0,78.0,58.0,448.0,0,0,0,0,0,MSP,STL
9.0,927,Florida,North Carolina,1816.0,1948.0,"Fort Lauderdale, FL","Charlotte, NC",,2024,9,3,2,2024-09-03,AA,1738,1802.0,24.0,14.0,6.0,1945,1954.0,0,0,127.0,112.0,92.0,632.0,0,0,0,0,0,FLL,CLT
-8.0,4549,Kentucky,Virginia,637.0,742.0,"Louisville, KY","Washington, DC",,2024,11,25,1,2024-11-25,YX,619,623.0,4.0,14.0,9.0,759,751.0,0,0,100.0,88.0,65.0,474.0,0,0,0,0,0,SDF,DCA
3.0,5724,Indiana,Massachusetts,1241.0,1433.0,"Indianapolis, IN","Boston, MA",,2024,4,5,5,2024-04-05,YX,1230,1229.0,-1.0,12.0,8.0,1438,1441.0,0,0,128.0,132.0,112.0,818.0,0,0,0,0,0,IND,BOS
7.0,5084,Wyoming,Colorado,1429.0,1453.0,"Cheyenne, WY","Denver, CO",,2024,11,21,4,2024-11-21,OO,1405,1416.0,11.0,13.0,12.0,1458,1505.0,0,0,53.0,49.0,24.0,90.0,0,0,0,0,0,CYS,DEN
46.0,1763,Pennsylvania,Colorado,1447.0,1658.0,"Philadelphia, PA","Denver, CO",,2024,5,29,3,2024-05-29,WN,1415,1435.0,20.0,12.0,8.0,1620,1706.0,0,0,245.0,271.0,251.0,1558.0,4,0,26,0,16,PHL,DEN
-13.0,4404,Florida,Maryland,1212.0,1416.0,"Sarasota/Bradenton, FL","Baltimore, MD",,2024,8,28,3,2024-08-28,WN,1210,1201.0,-9.0,11.0,11.0,1440,1427.0,0,0,150.0,146.0,124.0,880.0,0,0,0,0,0,SRQ,BWI
-16.0,1923,Texas,Colorado,829.0,923.0,"Dallas/Fort Worth, TX","Hayden, CO",,2024,3,2,6,2024-03-02,AA,815,814.0,-1.0,15.0,6.0,945,929.0,0,0,150.0,135.0,114.0,769.0,0,0,0,0,0,DFW,HDN
-4.0,3697,Michigan,Michigan,652.0,719.0,"Kalamazoo, MI","Detroit, MI",,2024,2,11,7,2024-02-11,OO,630,622.0,-8.0,30.0,8.0,731,727.0,0,0,61.0,65.0,27.0,113.0,0,0,0,0,0,AZO,DTW
72.0,2824,California,Arizona,1904.0,2058.0,"San Diego, CA","Phoenix, AZ",,2024,1,22,1,2024-01-22,WN,1730,1850.0,80.0,14.0,4.0,1950,2102.0,0,0,80.0,72.0,54.0,304.0,0,0,45,0,27,SAN,PHX
24.0,2966,North Carolina,Texas,1111.0,1328.0,"Charlotte, NC","Austin, TX",,2024,2,10,6,2024-02-10,AA,1100,1056.0,-4.0,15.0,7.0,1311,1335.0,0,0,191.0,219.0,197.0,1032.0,0,0,24,0,0,CLT,AUS
21.0,5779,Colorado,Colorado,1957.0,2021.0,"Denver, CO","Aspen, CO",,2024,11,11,1,2024-11-11,OO,1905,1944.0,39.0,13.0,4.0,2004,2025.0,0,0,59.0,41.0,24.0,125.0,0,0,0,0,21,DEN,ASE
-7.0,2297,Tennessee,Missouri,2201.0,2318.0,"Nashville, TN","Kansas City, MO",,2024,3,19,2,2024-03-19,WN,2145,2154.0,9.0,7.0,5.0,2330,2323.0,0,0,105.0,89.0,77.0,491.0,0,0,0,0,0,BNA,MCI
10.0,639,Arizona,Washington,707.0,944.0,"Phoenix, AZ","Seattle, WA",,2024,9,20,5,2024-09-20,AS,700,649.0,-11.0,18.0,32.0,1006,1016.0,0,0,186.0,207.0,157.0,1107.0,0,0,0,0,0,PHX,SEA
-17.0,971,Texas,Maryland,512.0,846.0,"Houston, TX","Baltimore, MD",,2024,5,16,4,2024-05-16,WN,505,501.0,-4.0,11.0,2.0,905,848.0,0,0,180.0,167.0,154.0,1246.0,0,0,0,0,0,HOU,BWI
-15.0,1611,Nevada,Arizona,1026.0,1114.0,"Las Vegas, NV","Phoenix, AZ",,2024,8,5,1,2024-08-05,AA,1015,1008.0,-7.0,18.0,5.0,1134,1119.0,0,0,79.0,71.0,48.0,255.0,0,0,0,0,0,LAS,PHX
-25.0,1400,Illinois,New Jersey,1948.0,2226.0,"Chicago, IL","Newark, NJ",,2024,9,30,1,2024-09-30,UA,1930,1927.0,-3.0,21.0,7.0,2258,2233.0,0,0,148.0,126.0,98.0,719.0,0,0,0,0,0,ORD,EWR
157.0,1261,Missouri,Maryland,2333.0,202.0,"St. Louis, MO","Baltimore, MD",,2024,7,12,5,2024-07-12,WN,2030,2323.0,173.0,10.0,5.0,2330,207.0,0,0,120.0,104.0,89.0,738.0,0,0,0,0,157,STL,BWI
1.0,1997,Tennessee,Texas,512.0,637.0,"Nashville, TN","Dallas/Fort Worth, TX",,2024,8,8,4,2024-08-08,AA,502,456.0,-6.0,16.0,29.0,705,706.0,0,0,123.0,130.0,85.0,631.0,0,0,0,0,0,BNA,DFW
49.0,4790,Illinois,New York,2107.0,2315.0,"Chicago, IL","Buffalo, NY",,2024,3,9,6,2024-03-09,YX,2025,2054.0,29.0,13.0,36.0,2302,2351.0,0,0,97.0,117.0,68.0,474.0,29,0,20,0,0,ORD,BUF
-1.0,3358,California,Texas,1156.0,1700.0,"San Jose, CA","Austin, TX",,2024,10,2,3,2024-10-02,WN,1140,1147.0,7.0,9.0,4.0,1705,1704.0,0,0,205.0,197.0,184.0,1476.0,0,0,0,0,0,SJC,AUS
34.0,1950,Colorado,Florida,1518.0,2034.0,"Denver, CO","Fort Lauderdale, FL",,2024,1,7,7,2024-01-07,WN,1425,1504.0,39.0,14.0,5.0,2005,2039.0,0,0,220.0,215.0,196.0,1703.0,0,0,0,11,23,DEN,FLL
-11.0,384,Texas,Michigan,1816.0,2131.0,"Houston, TX","Detroit, MI",,2024,12,23,1,2024-12-23,NK,1806,1804.0,-2.0,12.0,10.0,2152,2141.0,0,0,166.0,157.0,135.0,1075.0,0,0,0,0,0,IAH,DTW
-8.0,556,Idaho,California,1912.0,1942.0,"Boise, ID","San Francisco, CA",,2024,8,17,6,2024-08-17,UA,1905,1857.0,-8.0,15.0,3.0,1953,1945.0,0,0,108.0,108.0,90.0,522.0,0,0,0,0,0,BOI,SFO
-11.0,2063,Florida,Louisiana,647.0,705.0,"Orlando, FL","New Orleans, LA",,2024,6,14,5,2024-06-14,WN,640,634.0,-6.0,13.0,4.0,720,709.0,0,0,100.0,95.0,78.0,551.0,0,0,0,0,0,MCO,MSY
-5.0,106,Nebraska,Colorado,1924.0,1933.0,"Omaha, NE","Denver, CO",,2024,8,6,2,2024-08-06,WN,1910,1914.0,4.0,10.0,7.0,1945,1940.0,0,0,95.0,86.0,69.0,472.0,0,0,0,0,0,OMA,DEN
-5.0,5695,New York,Illinois,1116.0,1132.0,"Buffalo, NY","Chicago, IL",,2024,10,2,3,2024-10-02,OO,1055,1058.0,3.0,18.0,18.0,1155,1150.0,0,0,120.0,112.0,76.0,474.0,0,0,0,0,0,BUF,ORD
-7.0,1337,North Carolina,Florida,642.0,807.0,"Raleigh/Durham, NC","Orlando, FL",,2024,11,29,5,2024-11-29,DL,625,621.0,-4.0,21.0,8.0,822,815.0,0,0,117.0,114.0,85.0,534.0,0,0,0,0,0,RDU,MCO
-18.0,5181,New Jersey,North Carolina,1013.0,1115.0,"Newark, NJ","Raleigh/Durham, NC",,2024,3,12,2,2024-03-12,9E,955,947.0,-8.0,26.0,10.0,1143,1125.0,0,0,108.0,98.0,62.0,416.0,0,0,0,0,0,EWR,RDU
-5.0,1270,Georgia,Pennsylvania,1129.0,1245.0,"Atlanta, GA","Pittsburgh, PA",,2024,12,25,3,2024-12-25,WN,1115,1114.0,-1.0,15.0,5.0,1255,1250.0,0,0,100.0,96.0,76.0,526.0,0,0,0,0,0,ATL,PIT
-27.0,1929,Florida,Illinois,1142.0,1318.0,"Fort Myers, FL","Chicago, IL",,2024,2,8,4,2024-02-08,AA,1141,1131.0,-10.0,11.0,9.0,1354,1327.0,0,0,193.0,176.0,156.0,1120.0,0,0,0,0,0,RSW,ORD
-26.0,455,Maryland,Illinois,1048.0,1124.0,"Baltimore, MD","Chicago, IL",,2024,11,25,1,2024-11-25,UA,1048,1039.0,-9.0,9.0,10.0,1200,1134.0,0,0,132.0,115.0,96.0,622.0,0,0,0,0,0,BWI,ORD
-3.0,276,Tennessee,Maryland,515.0,737.0,"Nashville, TN","Baltimore, MD",,2024,6,28,5,2024-06-28,WN,510,506.0,-4.0,9.0,15.0,755,752.0,0,0,105.0,106.0,82.0,587.0,0,0,0,0,0,BNA,BWI
47.0,881,New Hampshire,Florida,1151.0,1449.0,"Portsmouth, NH","Punta Gorda, FL",,2024,4,1,1,2024-04-01,G4,1023,1043.0,20.0,68.0,7.0,1409,1456.0,0,0,226.0,253.0,178.0,1279.0,0,0,47,0,0,PSM,PGD
-6.0,4173,Pennsylvania,Colorado,1835.0,1914.0,"Pittsburgh, PA","Denver, CO",,2024,10,16,3,2024-10-16,WN,1800,1827.0,27.0,8.0,10.0,1930,1924.0,0,0,210.0,177.0,159.0,1290.0,0,0,0,0,0,PIT,DEN
-21.0,4048,Nevada,Arizona,1052.0,1138.0,"Las Vegas, NV","Phoenix, AZ",,2024,10,19,6,2024-10-19,F9,1047,1035.0,-12.0,17.0,7.0,1206,1145.0,0,0,79.0,70.0,46.0,255.0,0,0,0,0,0,LAS,PHX
13.0,2155,Michigan,Pennsylvania,917.0,954.0,"Detroit, MI","Pittsburgh, PA",,2024,7,11,4,2024-07-11,DL,840,908.0,28.0,9.0,6.0,947,1000.0,0,0,67.0,52.0,37.0,201.0,0,0,0,0,0,DTW,PIT
2.0,2042,Florida,New York,1133.0,1345.0,"Tampa, FL","New York, NY",,2024,7,6,6,2024-07-06,DL,1100,1121.0,21.0,12.0,6.0,1349,1351.0,0,0,169.0,150.0,132.0,1005.0,0,0,0,0,0,TPA,JFK
3.0,1498,California,California,1551.0,1655.0,"San Jose, CA","San Diego, CA",,2024,9,26,4,2024-09-26,WN,1530,1532.0,2.0,19.0,3.0,1655,1658.0,0,0,85.0,86.0,64.0,417.0,0,0,0,0,0,SJC,SAN
-9.0,2476,Michigan,Virginia,1036.0,1136.0,"Detroit, MI","Washington, DC",,2024,3,29,5,2024-03-29,DL,1025,1021.0,-4.0,15.0,4.0,1149,1140.0,0,0,84.0,79.0,60.0,405.0,0,0,0,0,0,DTW,DCA
-28.0,1193,Virginia,Minnesota,602.0,723.0,"Washington, DC","Minneapolis, MN",,2024,12,7,6,2024-12-07,DL,600,548.0,-12.0,14.0,4.0,755,727.0,0,0,175.0,159.0,141.0,931.0,0,0,0,0,0,DCA,MSP
44.0,3646,Virginia,Ohio,2327.0,18.0,"Washington, DC","Columbus, OH",,2024,5,27,1,2024-05-27,YX,2220,2310.0,50.0,17.0,8.0,2342,26.0,0,0,82.0,76.0,51.0,299.0,44,0,0,0,0,IAD,CMH
1.0,3984,Wisconsin,Michigan,726.0,911.0,"Green Bay, WI","Detroit, MI",,2024,7,16,2,2024-07-16,OO,700,653.0,-7.0,33.0,6.0,916,917.0,0,0,76.0,84.0,45.0,287.0,0,0,0,0,0,GRB,DTW
-24.0,909,Texas,Washington,1306.0,1448.0,"Dallas/Fort Worth, TX","Seattle, WA",,2024,10,18,5,2024-10-18,AS,1253,1248.0,-5.0,18.0,6.0,1518,1454.0,0,0,265.0,246.0,222.0,1660.0,0,0,0,0,0,DFW,SEA
20.0,837,Georgia,Hawaii,1017.0,1522.0,"Atlanta, GA","Honolulu, HI",,2024,1,12,5,2024-01-12,DL,955,958.0,3.0,19.0,12.0,1514,1534.0,0,0,619.0,636.0,605.0,4502.0,0,0,20,0,0,ATL,HNL
-4.0,1454,Minnesota,Colorado,1309.0,1349.0,"Minneapolis, MN","Denver, CO",,2024,1,4,4,2024-01-04,DL,1245,1242.0,-3.0,27.0,11.0,1404,1400.0,0,0,139.0,138.0,100.0,680.0,0,0,0,0,0,MSP,DEN
21.0,3395,Maryland,Illinois,1759.0,1843.0,"Baltimore, MD","Chicago, IL",,2024,10,28,1,2024-10-28,MQ,1748,1746.0,-2.0,13.0,43.0,1905,1926.0,0,0,137.0,160.0,104.0,622.0,0,0,21,0,0,BWI,ORD
