arr_delay,op_carrier_fl_num,origin_state_nm,dest_state_nm,wheels_off,wheels_on,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,crs_dep_time,dep_time,dep_delay,taxi_out,taxi_in,crs_arr_time,arr_time,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,origin,dest
10.0,2879,Minnesota,Texas,2016.0,2232.0,"Minneapolis, MN","Austin, TX",,2024,6,1,6,2024-06-01,DL,2000,2000.0,0.0,16.0,23.0,2245,2255.0,0,0,165.0,175.0,136.0,1042.0,0,0,0,0,0,MSP,AUS
10.0,1158,California,Hawaii,904.0,1126.0,"Los Angeles, CA","Honolulu, HI",,2024,4,15,1,2024-04-15,UA,835,842.0,7.0,22.0,11.0,1127,1137.0,0,0,352.0,355.0,322.0,2556.0,0,0,0,0,0,LAX,HNL
49.0,4958,California,Arizona,2200.0,2255.0,"Santa Ana, CA","Phoenix, AZ",,2024,8,26,1,2024-08-26,F9,2050,2150.0,60.0,10.0,5.0,2211,2300.0,0,0,81.0,70.0,55.0,338.0,0,0,0,0,49,SNA,PHX
31.0,301,Georgia,California,1557.0,1707.0,"Atlanta, GA","Los Angeles, CA",,2024,7,25,4,2024-07-25,DL,1500,1528.0,28.0,29.0,6.0,1642,1713.0,0,0,282.0,285.0,250.0,1947.0,4,0,3,0,24,ATL,LAX
0.0,4849,Texas,Arizona,932.0,911.0,"Lubbock, TX","Phoenix, AZ",,2024,9,13,5,2024-09-13,OO,917,907.0,-10.0,25.0,11.0,922,922.0,0,0,125.0,135.0,99.0,588.0,0,0,0,0,0,LBB,PHX
-10.0,1123,California,Washington,819.0,952.0,"San Francisco, CA","Seattle, WA",,2024,11,1,5,2024-11-01,AS,800,758.0,-2.0,21.0,18.0,1020,1010.0,0,0,140.0,132.0,93.0,679.0,0,0,0,0,0,SFO,SEA
30.0,5431,North Carolina,New York,801.0,926.0,"Charlotte, NC","White Plains, NY",,2024,4,21,7,2024-04-21,OH,724,737.0,13.0,24.0,33.0,929,959.0,0,0,125.0,142.0,85.0,564.0,13,0,17,0,0,CLT,HPN
3.0,1125,Georgia,Nebraska,1349.0,1455.0,"Atlanta, GA","Omaha, NE",,2024,9,1,7,2024-09-01,DL,1340,1339.0,-1.0,10.0,5.0,1457,1500.0,0,0,137.0,141.0,126.0,821.0,0,0,0,0,0,ATL,OMA
-22.0,4131,Virginia,Michigan,1819.0,1940.0,"Richmond, VA","Detroit, MI",,2024,3,24,7,2024-03-24,OO,1815,1808.0,-7.0,11.0,8.0,2010,1948.0,0,0,115.0,100.0,81.0,456.0,0,0,0,0,0,RIC,DTW
-28.0,2239,Washington,Illinois,1006.0,1529.0,"Seattle, WA","Chicago, IL",,2024,11,23,6,2024-11-23,WN,955,950.0,-5.0,16.0,3.0,1600,1532.0,0,0,245.0,222.0,203.0,1733.0,0,0,0,0,0,SEA,MDW
-17.0,5594,North Carolina,Florida,1142.0,1257.0,"Charlotte, NC","Melbourne, FL",,2024,4,22,1,2024-04-22,OH,1120,1118.0,-2.0,24.0,4.0,1318,1301.0,0,0,118.0,103.0,75.0,490.0,0,0,0,0,0,CLT,MLB
14.0,4463,Texas,Colorado,2311.0,2342.0,"Dallas/Fort Worth, TX","Denver, CO",,2024,1,25,4,2024-01-25,F9,2218,2247.0,29.0,24.0,10.0,2338,2352.0,0,0,140.0,125.0,91.0,641.0,0,0,0,0,0,DFW,DEN
-15.0,2397,New Jersey,Georgia,1218.0,1406.0,"Newark, NJ","Atlanta, GA",,2024,9,24,2,2024-09-24,DL,1207,1200.0,-7.0,18.0,6.0,1427,1412.0,0,0,140.0,132.0,108.0,746.0,0,0,0,0,0,EWR,ATL
-18.0,2326,Georgia,Florida,914.0,958.0,"Atlanta, GA","Jacksonville, FL",,2024,10,28,1,2024-10-28,DL,909,900.0,-9.0,14.0,3.0,1019,1001.0,0,0,70.0,61.0,44.0,270.0,0,0,0,0,0,ATL,JAX
13.0,991,California,New York,1312.0,2132.0,"Los Angeles, CA","New York, NY",,2024,8,5,1,2024-08-05,DL,1300,1256.0,-4.0,16.0,21.0,2140,2153.0,0,0,340.0,357.0,320.0,2475.0,0,0,0,0,0,LAX,JFK
-6.0,719,Virginia,Georgia,1524.0,1646.0,"Washington, DC","Atlanta, GA",,2024,11,20,3,2024-11-20,DL,1511,1513.0,2.0,11.0,9.0,1701,1655.0,0,0,110.0,102.0,82.0,534.0,0,0,0,0,0,IAD,ATL
-8.0,1061,Colorado,California,1611.0,1708.0,"Denver, CO","Santa Ana, CA",,2024,6,29,6,2024-06-29,UA,1555,1553.0,-2.0,18.0,6.0,1722,1714.0,0,0,147.0,141.0,117.0,846.0,0,0,0,0,0,DEN,SNA
20.0,331,Nevada,Georgia,651.0,1302.0,"Las Vegas, NV","Atlanta, GA",,2024,11,25,1,2024-11-25,NK,600,637.0,37.0,14.0,10.0,1252,1312.0,0,0,232.0,215.0,191.0,1747.0,20,0,0,0,0,LAS,ATL
-12.0,1178,Tennessee,Missouri,2252.0,2339.0,"Nashville, TN","St. Louis, MO",,2024,4,4,4,2024-04-04,WN,2240,2240.0,0.0,12.0,4.0,2355,2343.0,0,0,75.0,63.0,47.0,272.0,0,0,0,0,0,BNA,STL
7.0,1876,Colorado,Tennessee,2201.0,107.0,"Denver, CO","Nashville, TN",,2024,10,10,4,2024-10-10,WN,2140,2150.0,10.0,11.0,5.0,105,112.0,0,0,145.0,142.0,126.0,1014.0,0,0,0,0,0,DEN,BNA
-12.0,4739,Illinois,Alabama,1309.0,1428.0,"Chicago, IL","Huntsville, AL",,2024,1,11,4,2024-01-11,OO,1255,1253.0,-2.0,16.0,7.0,1447,1435.0,0,0,112.0,102.0,79.0,510.0,0,0,0,0,0,ORD,HSV
71.0,2225,North Carolina,Tennessee,2101.0,2111.0,"Raleigh/Durham, NC","Nashville, TN",,2024,1,25,4,2024-01-25,WN,1925,2054.0,89.0,7.0,5.0,2005,2116.0,0,0,100.0,82.0,70.0,442.0,0,0,0,0,71,RDU,BNA
-4.0,5031,Colorado,Wyoming,1712.0,1739.0,"Denver, CO","Laramie, WY",,2024,7,1,1,2024-07-01,OO,1655,1656.0,1.0,16.0,7.0,1750,1746.0,0,0,55.0,50.0,27.0,113.0,0,0,0,0,0,DEN,LAR
-19.0,518,Missouri,Massachusetts,1345.0,1652.0,"St. Louis, MO","Boston, MA",,2024,9,10,2,2024-09-10,WN,1335,1335.0,0.0,10.0,4.0,1715,1656.0,0,0,160.0,141.0,127.0,1047.0,0,0,0,0,0,STL,BOS
-24.0,2819,Texas,Texas,600.0,637.0,"Dallas, TX","Austin, TX",,2024,11,11,1,2024-11-11,WN,600,553.0,-7.0,7.0,4.0,705,641.0,0,0,65.0,48.0,37.0,189.0,0,0,0,0,0,DAL,AUS
-19.0,2808,Idaho,Minnesota,537.0,849.0,"Boise, ID","Minneapolis, MN",,2024,6,23,7,2024-06-23,DL,530,525.0,-5.0,12.0,9.0,917,858.0,0,0,167.0,153.0,132.0,1142.0,0,0,0,0,0,BOI,MSP
63.0,2185,Massachusetts,Pennsylvania,2343.0,102.0,"Boston, MA","Pittsburgh, PA",,2024,3,5,2,2024-03-05,B6,2214,2329.0,75.0,14.0,7.0,6,109.0,0,0,112.0,100.0,79.0,496.0,0,63,0,0,0,BOS,PIT
-6.0,3955,Texas,Oklahoma,1858.0,1944.0,"Dallas/Fort Worth, TX","Tulsa, OK",,2024,4,13,6,2024-04-13,MQ,1845,1844.0,-1.0,14.0,4.0,1954,1948.0,0,0,69.0,64.0,46.0,237.0,0,0,0,0,0,DFW,TUL
-15.0,2384,Georgia,Mississippi,815.0,814.0,"Atlanta, GA","Jackson/Vicksburg, MS",,2024,3,3,7,2024-03-03,DL,810,805.0,-5.0,10.0,5.0,834,819.0,0,0,84.0,74.0,59.0,341.0,0,0,0,0,0,ATL,JAN
8.0,1046,Georgia,Illinois,1911.0,1947.0,"Atlanta, GA","Chicago, IL",,2024,1,19,5,2024-01-19,UA,1850,1853.0,3.0,18.0,21.0,2000,2008.0,0,0,130.0,135.0,96.0,606.0,0,0,0,0,0,ATL,ORD
87.0,1010,Florida,Maryland,2322.0,109.0,"Orlando, FL","Baltimore, MD",,2024,5,7,2,2024-05-07,WN,2125,2311.0,106.0,11.0,3.0,2345,112.0,0,0,140.0,121.0,107.0,787.0,7,0,0,0,80,MCO,BWI
-22.0,4262,South Dakota,Minnesota,1440.0,1529.0,"Aberdeen, SD","Minneapolis, MN",,2024,4,3,3,2024-04-03,OO,1441,1431.0,-10.0,9.0,6.0,1557,1535.0,0,0,76.0,64.0,49.0,257.0,0,0,0,0,0,ABR,MSP
-20.0,5678,North Dakota,Colorado,753.0,822.0,"Minot, ND","Denver, CO",,2024,1,1,1,2024-01-01,OO,720,713.0,-7.0,40.0,6.0,848,828.0,0,0,148.0,135.0,89.0,604.0,0,0,0,0,0,MOT,DEN
12.0,2301,South Dakota,Arizona,1351.0,1526.0,"Sioux Falls, SD","Phoenix, AZ",,2024,11,28,4,2024-11-28,G4,1329,1326.0,-3.0,25.0,7.0,1521,1533.0,0,0,172.0,187.0,155.0,1072.0,0,0,0,0,0,FSD,AZA
20.0,2484,Nevada,Nevada,1555.0,1649.0,"Reno, NV","Las Vegas, NV",,2024,4,15,1,2024-04-15,WN,1515,1532.0,17.0,23.0,6.0,1635,1655.0,0,0,80.0,83.0,54.0,345.0,0,0,20,0,0,RNO,LAS
56.0,895,California,Hawaii,1101.0,1336.0,"San Diego, CA","Honolulu, HI",,2024,10,7,1,2024-10-07,AS,936,1009.0,33.0,52.0,5.0,1245,1341.0,0,0,369.0,392.0,335.0,2614.0,0,0,56,0,0,SAN,HNL
-9.0,2221,Texas,Texas,2033.0,2115.0,"Austin, TX","Dallas, TX",,2024,7,29,1,2024-07-29,WN,2030,2026.0,-4.0,7.0,11.0,2135,2126.0,0,0,65.0,60.0,42.0,189.0,0,0,0,0,0,AUS,DAL
-9.0,2276,Rhode Island,North Carolina,1737.0,1918.0,"Providence, RI","Charlotte, NC",,2024,10,19,6,2024-10-19,AA,1729,1721.0,-8.0,16.0,18.0,1945,1936.0,0,0,136.0,135.0,101.0,683.0,0,0,0,0,0,PVD,CLT
3.0,2513,Georgia,New York,1918.0,2118.0,"Atlanta, GA","New York, NY",,2024,9,29,7,2024-09-29,B6,1905,1855.0,-10.0,23.0,15.0,2130,2133.0,0,0,145.0,158.0,120.0,762.0,0,0,0,0,0,ATL,LGA
-9.0,1368,Massachusetts,Virginia,1234.0,1402.0,"Boston, MA","Norfolk, VA",,2024,4,19,5,2024-04-19,NK,1226,1222.0,-4.0,12.0,4.0,1415,1406.0,0,0,109.0,104.0,88.0,468.0,0,0,0,0,0,BOS,ORF
-1.0,1501,New York,Florida,1747.0,2003.0,"New York, NY","Fort Lauderdale, FL",,2024,8,25,7,2024-08-25,B6,1700,1710.0,10.0,37.0,18.0,2022,2021.0,0,0,202.0,191.0,136.0,1069.0,0,0,0,0,0,JFK,FLL
-47.0,2926,Florida,Massachusetts,1113.0,1345.0,"Miami, FL","Boston, MA",,2024,9,7,6,2024-09-07,DL,1107,1100.0,-7.0,13.0,9.0,1441,1354.0,0,0,214.0,174.0,152.0,1258.0,0,0,0,0,0,MIA,BOS
51.0,2037,Maryland,Florida,1442.0,1710.0,"Baltimore, MD","Miami, FL",,2024,5,14,2,2024-05-14,WN,1400,1427.0,27.0,15.0,16.0,1635,1726.0,0,0,155.0,179.0,148.0,946.0,3,0,24,0,24,BWI,MIA
-16.0,352,Florida,Texas,2107.0,2215.0,"Fort Lauderdale, FL","Houston, TX",,2024,8,24,6,2024-08-24,NK,2058,2054.0,-4.0,13.0,10.0,2241,2225.0,0,0,163.0,151.0,128.0,966.0,0,0,0,0,0,FLL,IAH
-6.0,3544,Texas,Texas,609.0,654.0,"Houston, TX","Dallas/Fort Worth, TX",,2024,1,15,1,2024-01-15,MQ,600,559.0,-1.0,10.0,19.0,719,713.0,0,0,79.0,74.0,45.0,247.0,0,0,0,0,0,HOU,DFW
-9.0,6327,Utah,Arizona,850.0,1021.0,"Salt Lake City, UT","Phoenix, AZ",,2024,12,17,2,2024-12-17,OO,825,811.0,-14.0,39.0,7.0,1037,1028.0,0,0,132.0,137.0,91.0,507.0,0,0,0,0,0,SLC,PHX
-29.0,409,New York,Georgia,1618.0,1807.0,"New York, NY","Atlanta, GA",,2024,3,2,6,2024-03-02,DL,1600,1558.0,-2.0,20.0,9.0,1845,1816.0,0,0,165.0,138.0,109.0,762.0,0,0,0,0,0,LGA,ATL
-13.0,455,Illinois,Texas,1312.0,1504.0,"Chicago, IL","Dallas/Fort Worth, TX",,2024,4,4,4,2024-04-04,UA,1249,1249.0,0.0,23.0,13.0,1530,1517.0,0,0,161.0,148.0,112.0,802.0,0,0,0,0,0,ORD,DFW
-3.0,3315,Oregon,Washington,1925.0,2004.0,"Portland, OR","Seattle, WA",,2024,1,25,4,2024-01-25,OO,1915,1914.0,-1.0,11.0,7.0,2014,2011.0,0,0,59.0,57.0,39.0,129.0,0,0,0,0,0,PDX,SEA
-12.0,1923,Missouri,Colorado,908.0,1000.0,"St. Louis, MO","Denver, CO",,2024,6,13,4,2024-06-13,UA,905,855.0,-10.0,13.0,17.0,1029,1017.0,0,0,144.0,142.0,112.0,770.0,0,0,0,0,0,STL,DEN
409.0,3076,Alabama,Illinois,1308.0,1429.0,"Birmingham, AL","Chicago, IL",,2024,8,10,6,2024-08-10,WN,600,1259.0,419.0,9.0,5.0,745,1434.0,0,0,105.0,95.0,81.0,570.0,409,0,0,0,0,BHM,MDW
117.0,2155,Illinois,Texas,2213.0,14.0,"Chicago, IL","Houston, TX",,2024,7,18,4,2024-07-18,UA,1935,2151.0,136.0,22.0,9.0,2226,23.0,0,0,171.0,152.0,121.0,925.0,66,0,0,0,51,ORD,IAH
-13.0,3607,Puerto Rico,Florida,1148.0,1416.0,"San Juan, PR","Orlando, FL",,2024,6,14,5,2024-06-14,WN,1130,1128.0,-2.0,20.0,6.0,1435,1422.0,0,0,185.0,174.0,148.0,1189.0,0,0,0,0,0,SJU,MCO
106.0,3469,Pennsylvania,New Jersey,1941.0,2038.0,"Pittsburgh, PA","Newark, NJ",,2024,11,25,1,2024-11-25,YX,1720,1917.0,117.0,24.0,8.0,1900,2046.0,0,0,100.0,89.0,57.0,319.0,0,0,106,0,0,PIT,EWR
-28.0,2943,Illinois,Texas,843.0,1046.0,"Chicago, IL","Austin, TX",,2024,7,15,1,2024-07-15,AA,830,828.0,-2.0,15.0,5.0,1119,1051.0,0,0,169.0,143.0,123.0,977.0,0,0,0,0,0,ORD,AUS
26.0,4256,Virginia,Massachusetts,953.0,1045.0,"Washington, DC","Boston, MA",,2024,1,16,2,2024-01-16,YX,850,850.0,0.0,63.0,16.0,1035,1101.0,0,0,105.0,131.0,52.0,399.0,0,0,26,0,0,DCA,BOS
-4.0,4195,Nevada,Arizona,1316.0,1404.0,"Las Vegas, NV","Phoenix, AZ",,2024,6,23,7,2024-06-23,WN,1255,1257.0,2.0,19.0,7.0,1415,1411.0,0,0,80.0,74.0,48.0,255.0,0,0,0,0,0,LAS,PHX
-11.0,1083,Colorado,California,1625.0,1720.0,"Denver, CO","Los Angeles, CA",,2024,9,10,2,2024-09-10,UA,1610,1611.0,1.0,14.0,7.0,1738,1727.0,0,0,148.0,136.0,115.0,862.0,0,0,0,0,0,DEN,LAX
-16.0,4130,Texas,Missouri,1054.0,1204.0,"Dallas/Fort Worth, TX","Columbia, MO",,2024,5,22,3,2024-05-22,MQ,1026,1025.0,-1.0,29.0,3.0,1223,1207.0,0,0,117.0,102.0,70.0,490.0,0,0,0,0,0,DFW,COU
32.0,577,Colorado,Washington,2019.0,2116.0,"Denver, CO","Spokane, WA",,2024,3,5,2,2024-03-05,UA,1925,2005.0,40.0,14.0,8.0,2052,2124.0,0,0,147.0,139.0,117.0,836.0,10,0,0,0,22,DEN,GEG
-15.0,5654,Nebraska,Illinois,1849.0,1951.0,"Omaha, NE","Chicago, IL",,2024,7,6,6,2024-07-06,OO,1835,1836.0,1.0,13.0,18.0,2024,2009.0,0,0,109.0,93.0,62.0,416.0,0,0,0,0,0,OMA,ORD
-8.0,3897,Arkansas,Georgia,1434.0,1652.0,"Fayetteville, AR","Atlanta, GA",,2024,10,21,1,2024-10-21,OO,1416,1415.0,-1.0,19.0,5.0,1705,1657.0,0,0,109.0,102.0,78.0,589.0,0,0,0,0,0,XNA,ATL
-5.0,3736,Washington,California,740.0,930.0,"Seattle, WA","San Jose, CA",,2024,6,20,4,2024-06-20,OO,725,715.0,-10.0,25.0,3.0,938,933.0,0,0,133.0,138.0,110.0,696.0,0,0,0,0,0,SEA,SJC
-5.0,2001,California,Colorado,1158.0,1454.0,"Los Angeles, CA","Denver, CO",,2024,1,30,2,2024-01-30,WN,1145,1144.0,-1.0,14.0,6.0,1505,1500.0,0,0,140.0,136.0,116.0,862.0,0,0,0,0,0,LAX,DEN
0.0,5354,Maine,Pennsylvania,1639.0,1748.0,"Portland, ME","Philadelphia, PA",,2024,8,30,5,2024-08-30,OH,1614,1613.0,-1.0,26.0,2.0,1750,1750.0,0,0,96.0,97.0,69.0,364.0,0,0,0,0,0,PWM,PHL
-22.0,2114,New Jersey,Florida,1133.0,1338.0,"Newark, NJ","Orlando, FL",,2024,9,10,2,2024-09-10,UA,1122,1113.0,-9.0,20.0,11.0,1411,1349.0,0,0,169.0,156.0,125.0,937.0,0,0,0,0,0,EWR,MCO
-17.0,2159,Illinois,New York,725.0,956.0,"Chicago, IL","Albany, NY",,2024,6,10,1,2024-06-10,UA,710,707.0,-3.0,18.0,6.0,1019,1002.0,0,0,129.0,115.0,91.0,723.0,0,0,0,0,0,ORD,ALB
5.0,3901,Michigan,Georgia,853.0,1021.0,"Detroit, MI","Atlanta, GA",,2024,3,16,6,2024-03-16,NK,839,831.0,-8.0,22.0,28.0,1044,1049.0,0,0,125.0,138.0,88.0,594.0,0,0,0,0,0,DTW,ATL
81.0,1501,Texas,Nevada,1731.0,1802.0,"Austin, TX","Las Vegas, NV",,2024,9,12,4,2024-09-12,AA,1555,1718.0,83.0,13.0,5.0,1646,1807.0,0,0,171.0,169.0,151.0,1090.0,0,0,0,0,81,AUS,LAS
1.0,1315,Texas,Georgia,725.0,1001.0,"Houston, TX","Atlanta, GA",,2024,12,16,1,2024-12-16,DL,705,708.0,3.0,17.0,9.0,1009,1010.0,0,0,124.0,122.0,96.0,689.0,0,0,0,0,0,IAH,ATL
1.0,5424,Massachusetts,New York,1716.0,1753.0,"Worcester, MA","New York, NY",,2024,11,13,3,2024-11-13,9E,1647,1642.0,-5.0,34.0,7.0,1759,1800.0,0,0,72.0,78.0,37.0,146.0,0,0,0,0,0,ORH,LGA
-4.0,1533,Illinois,Minnesota,1609.0,1714.0,"Chicago, IL","Minneapolis, MN",,2024,9,10,2,2024-09-10,DL,1540,1544.0,4.0,25.0,6.0,1724,1720.0,0,0,104.0,96.0,65.0,334.0,0,0,0,0,0,ORD,MSP
-22.0,3208,Florida,Puerto Rico,1434.0,1749.0,"Tampa, FL","San Juan, PR",,2024,2,23,5,2024-02-23,WN,1420,1420.0,0.0,14.0,4.0,1815,1753.0,0,0,175.0,153.0,135.0,1237.0,0,0,0,0,0,TPA,SJU
14.0,1757,Georgia,Puerto Rico,841.0,1249.0,"Atlanta, GA","San Juan, PR",,2024,11,24,7,2024-11-24,DL,810,819.0,9.0,22.0,3.0,1238,1252.0,0,0,208.0,213.0,188.0,1547.0,0,0,0,0,0,ATL,SJU
-1.0,5596,California,California,618.0,646.0,"Santa Barbara, CA","Los Angeles, CA",,2024,8,15,4,2024-08-15,OO,600,543.0,-17.0,35.0,15.0,702,701.0,0,0,62.0,78.0,28.0,89.0,0,0,0,0,0,SBA,LAX
-9.0,3536,California,Oregon,1650.0,1758.0,"Sacramento, CA","Portland, OR",,2024,7,9,2,2024-07-09,WN,1645,1641.0,-4.0,9.0,3.0,1810,1801.0,0,0,85.0,80.0,68.0,479.0,0,0,0,0,0,SMF,PDX
21.0,1919,Washington,Arizona,1218.0,1555.0,"Spokane, WA","Phoenix, AZ",,2024,2,6,2,2024-02-06,WN,1210,1208.0,-2.0,10.0,6.0,1540,1601.0,0,0,150.0,173.0,157.0,1020.0,0,0,21,0,0,GEG,PHX
-25.0,942,California,Nevada,1831.0,1934.0,"Los Angeles, CA","Reno, NV",,2024,1,27,6,2024-01-27,B6,1830,1819.0,-11.0,12.0,4.0,2003,1938.0,0,0,93.0,79.0,63.0,391.0,0,0,0,0,0,LAX,RNO
-33.0,274,California,Texas,504.0,1013.0,"San Francisco, CA","Houston, TX",,2024,12,11,3,2024-12-11,UA,500,451.0,-9.0,13.0,5.0,1051,1018.0,0,0,231.0,207.0,189.0,1635.0,0,0,0,0,0,SFO,IAH
-5.0,1711,North Carolina,Missouri,1622.0,1706.0,"Charlotte, NC","St. Louis, MO",,2024,1,13,6,2024-01-13,WN,1605,1604.0,-1.0,18.0,4.0,1715,1710.0,0,0,130.0,126.0,104.0,575.0,0,0,0,0,0,CLT,STL
-15.0,2704,California,Washington,1904.0,2122.0,"Santa Ana, CA","Seattle, WA",,2024,10,10,4,2024-10-10,DL,1850,1852.0,2.0,12.0,12.0,2149,2134.0,0,0,179.0,162.0,138.0,978.0,0,0,0,0,0,SNA,SEA
-4.0,2320,Georgia,North Carolina,1226.0,1313.0,"Atlanta, GA","Charlotte, NC",,2024,5,23,4,2024-05-23,DL,1213,1212.0,-1.0,14.0,7.0,1324,1320.0,0,0,71.0,68.0,47.0,226.0,0,0,0,0,0,ATL,CLT
10.0,1267,Arizona,Hawaii,1033.0,1335.0,"Phoenix, AZ","Kahului, HI",,2024,2,26,1,2024-02-26,WN,950,1011.0,21.0,22.0,5.0,1330,1340.0,0,0,400.0,389.0,362.0,2845.0,0,0,0,0,0,PHX,OGG
-30.0,1225,New York,Michigan,1224.0,1323.0,"Syracuse, NY","Detroit, MI",,2024,4,13,6,2024-04-13,DL,1225,1213.0,-12.0,11.0,7.0,1400,1330.0,0,0,95.0,77.0,59.0,374.0,0,0,0,0,0,SYR,DTW
48.0,692,Florida,Massachusetts,1705.0,1923.0,"Tampa, FL","Boston, MA",,2024,12,11,3,2024-12-11,B6,1542,1641.0,59.0,24.0,8.0,1843,1931.0,0,0,181.0,170.0,138.0,1185.0,0,0,37,0,11,TPA,BOS
-3.0,285,California,Nevada,2010.0,2055.0,"Los Angeles, CA","Las Vegas, NV",,2024,3,17,7,2024-03-17,AA,1956,1954.0,-2.0,16.0,11.0,2109,2106.0,0,0,73.0,72.0,45.0,236.0,0,0,0,0,0,LAX,LAS
79.0,3267,Missouri,Texas,2241.0,5.0,"Kansas City, MO","Dallas, TX",,2024,3,14,4,2024-03-14,WN,2120,2228.0,68.0,13.0,4.0,2250,9.0,0,0,90.0,101.0,84.0,461.0,0,0,11,0,68,MCI,DAL
100.0,3753,Hawaii,Hawaii,1056.0,1122.0,"Kahului, HI","Honolulu, HI",,2024,1,2,2,2024-01-02,WN,900,1046.0,106.0,10.0,3.0,945,1125.0,0,0,45.0,39.0,26.0,100.0,1,0,0,0,99,OGG,HNL
8.0,22,Hawaii,Washington,1331.0,2213.0,"Honolulu, HI","Seattle, WA",,2024,11,1,5,2024-11-01,HA,1325,1319.0,-6.0,12.0,5.0,2210,2218.0,0,0,345.0,359.0,342.0,2677.0,0,0,0,0,0,HNL,SEA
-7.0,3346,California,California,1036.0,1136.0,"San Diego, CA","Monterey, CA",,2024,3,28,4,2024-03-28,OO,1020,1011.0,-9.0,25.0,5.0,1148,1141.0,0,0,88.0,90.0,60.0,375.0,0,0,0,0,0,SAN,MRY
66.0,253,North Carolina,Florida,1159.0,1306.0,"Asheville, NC","Sanford, FL",,2024,7,11,4,2024-07-11,G4,1038,1144.0,66.0,15.0,5.0,1205,1311.0,0,0,87.0,87.0,67.0,465.0,0,0,12,0,54,AVL,SFB
1.0,425,Colorado,Florida,845.0,1352.0,"Denver, CO","Orlando, FL",,2024,7,11,4,2024-07-11,UA,815,801.0,-14.0,44.0,8.0,1359,1400.0,0,0,224.0,239.0,187.0,1546.0,0,0,0,0,0,DEN,MCO
-12.0,4818,Alabama,Colorado,737.0,856.0,"Birmingham, AL","Denver, CO",,2024,8,23,5,2024-08-23,WN,730,726.0,-4.0,11.0,12.0,920,908.0,0,0,170.0,162.0,139.0,1083.0,0,0,0,0,0,BHM,DEN
-19.0,1399,California,Washington,1843.0,2044.0,"Ontario, CA","Seattle, WA",,2024,11,14,4,2024-11-14,AS,1830,1828.0,-2.0,15.0,12.0,2115,2056.0,0,0,165.0,148.0,121.0,956.0,0,0,0,0,0,ONT,SEA
10.0,1957,Wisconsin,Missouri,1159.0,1305.0,"Milwaukee, WI","Kansas City, MO",,2024,7,21,7,2024-07-21,WN,1135,1147.0,12.0,12.0,10.0,1305,1315.0,0,0,90.0,88.0,66.0,436.0,0,0,0,0,0,MKE,MCI
26.0,494,North Carolina,North Carolina,2145.0,2215.0,"Charlotte, NC","Raleigh/Durham, NC",,2024,10,29,2,2024-10-29,AA,2137,2132.0,-5.0,13.0,45.0,2234,2300.0,0,0,57.0,88.0,30.0,130.0,0,0,26,0,0,CLT,RDU
-23.0,1992,Texas,Washington,1231.0,1416.0,"Dallas/Fort Worth, TX","Seattle, WA",,2024,10,20,7,2024-10-20,AA,1225,1219.0,-6.0,12.0,12.0,1451,1428.0,0,0,266.0,249.0,225.0,1660.0,0,0,0,0,0,DFW,SEA
-20.0,4285,Florida,Michigan,920.0,1144.0,"Tampa, FL","Grand Rapids, MI",,2024,1,18,4,2024-01-18,F9,920,905.0,-15.0,15.0,11.0,1215,1155.0,0,0,175.0,170.0,144.0,1041.0,0,0,0,0,0,TPA,GRR
2.0,1573,Utah,Minnesota,2146.0,48.0,"Salt Lake City, UT","Minneapolis, MN",,2024,8,2,5,2024-08-02,DL,2120,2127.0,7.0,19.0,13.0,59,101.0,0,0,159.0,154.0,122.0,991.0,0,0,0,0,0,SLC,MSP
-13.0,363,Massachusetts,Georgia,1029.0,1240.0,"Boston, MA","Atlanta, GA",,2024,4,23,2,2024-04-23,DL,1010,1004.0,-6.0,25.0,10.0,1303,1250.0,0,0,173.0,166.0,131.0,946.0,0,0,0,0,0,BOS,ATL
-7.0,5173,North Carolina,Tennessee,1842.0,1916.0,"Charlotte, NC","Knoxville, TN",,2024,12,24,2,2024-12-24,OH,1814,1818.0,4.0,24.0,4.0,1927,1920.0,0,0,73.0,62.0,34.0,177.0,0,0,0,0,0,CLT,TYS
-34.0,550,Illinois,Texas,1916.0,2102.0,"Chicago, IL","Dallas/Fort Worth, TX",,2024,9,18,3,2024-09-18,AA,1854,1854.0,0.0,22.0,14.0,2150,2116.0,0,0,176.0,142.0,106.0,802.0,0,0,0,0,0,ORD,DFW
47.0,2014,Tennessee,Georgia,1917.0,2113.0,"Nashville, TN","Savannah, GA",,2024,4,4,4,2024-04-04,WN,1805,1906.0,61.0,11.0,4.0,2030,2117.0,0,0,85.0,71.0,56.0,417.0,47,0,0,0,0,BNA,SAV
-6.0,3317,Illinois,Arkansas,1543.0,1707.0,"Chicago, IL","Fayetteville, AR",,2024,3,4,1,2024-03-04,MQ,1527,1524.0,-3.0,19.0,11.0,1724,1718.0,0,0,117.0,114.0,84.0,522.0,0,0,0,0,0,ORD,XNA
0.0,1165,Tennessee,Ohio,1954.0,2155.0,"Nashville, TN","Cleveland, OH",,2024,4,19,5,2024-04-19,WN,1930,1935.0,5.0,19.0,5.0,2200,2200.0,0,0,90.0,85.0,61.0,448.0,0,0,0,0,0,BNA,CLE
